repo_path	drive_id	drive_title	mime_type	drive_size_bytes	drive_modified	md5	status
The Method Materials/physics.pdf	1ttjfQxHcsZT1W7Bv3bSJyVIhXr0danIN	physics.pdf	application/pdf	496892	2026-08-28T16:16:36.751Z	7312a8852c45831bfc4e7767f4d21993	ok
The Method Materials/register.pdf	1PNRO5lZ9roOO663-CXQo_bye525-8MUw	register.pdf	application/pdf	2980456	2026-08-28T16:16:34.789Z	9d2210d70f4d0afbf2d20d8d9389c98f	ok
The Method Materials/repair-pass-instruments.tar.gz	1AIPTc9Gu3wxXEhGyYWAMlM4jcmgWAXzm	repair-pass-instruments.tar.gz	application/gzip	5262	2026-08-28T22:27:34.874Z	d77413ec5a443c2f06dd261524e712a4	ok
The Method Materials/repair-pass-instruments.tar__1ngDELaqmipG3LQ2iGK3gdWqUOzjvMPPl.gz	1ngDELaqmipG3LQ2iGK3gdWqUOzjvMPPl	repair-pass-instruments.tar.gz	application/gzip	5262	2026-08-28T22:20:10.075Z	d77413ec5a443c2f06dd261524e712a4	ok
The Method Materials/req4.py	1R7O_ANKwpuslYu9xUfYjlXvIbJ7X8iJe	req4.py	text/x-python	1015	2026-08-28T21:20:54.941Z	8a9a2b33237e988375fcafd56cbe2c9f	ok
The Method Materials/restore-point-2_13.tar.gz	19DxBiNaE2wCGFcRD1MFw-8Bz5NtBop1L	restore-point-2_13.tar.gz	application/gzip	14238681	2026-08-24T01:38:14.530Z		not-transferred: Drive connector refuses files over 10 MB
The Method Materials/series_gen.py	1EX2KNFgXjSNB2XMx3KASQ8nW-JUchzNy	series_gen.py	text/x-python	7776	2026-08-24T18:07:35.867Z	e2fa2e6ee1dc21d1ddd62d02a7a6c208	ok
The Method Materials/series_gen__1CcnS7a75k3eO4zUdf-haG0Pd3dm8dn-q.py	1CcnS7a75k3eO4zUdf-haG0Pd3dm8dn-q	series_gen.py	text/x-python	7776	2026-08-24T18:07:33.185Z	e2fa2e6ee1dc21d1ddd62d02a7a6c208	ok
The Method Materials/series_gen__1_4dNx0ExlvTXLasiL0w2XR7h4HlcD1GE.py	1_4dNx0ExlvTXLasiL0w2XR7h4HlcD1GE	series_gen.py	text/x-python	7776	2026-08-24T18:07:32.221Z	e2fa2e6ee1dc21d1ddd62d02a7a6c208	ok
The Method Materials/series_gen__1oWR6NmnBFhaYSVpgAkpjHBwtIlQXc0A4.py	1oWR6NmnBFhaYSVpgAkpjHBwtIlQXc0A4	series_gen.py	text/x-python	7776	2026-08-24T18:07:34.340Z	e2fa2e6ee1dc21d1ddd62d02a7a6c208	ok
The Method Materials/spectra.pdf	1kTsr3j6kzzBE1M72EZu-GQLVxF2Kn6O9	spectra.pdf	application/pdf	3379406	2026-08-28T16:16:36.833Z	70e207c30d1e7e692eed7fc0cf7efaf1	ok
The Method Materials/spectra.py	1PginObBMuBvhh_61-urvA40NTkvgS4Ot	spectra.py	text/x-python	18883	2026-08-24T18:07:35.941Z	752d4a3f5d4bb3f865947d3ea0885eb9	ok
The Method Materials/spectra__1AwR5qwL7mAGsnTZX2O_exoMXOJhs7HIg.py	1AwR5qwL7mAGsnTZX2O_exoMXOJhs7HIg	spectra.py	text/x-python	18883	2026-08-24T18:07:30.913Z	752d4a3f5d4bb3f865947d3ea0885eb9	ok
The Method Materials/spectra__1DsCd6Mf6_VKnNdAAe_yRqQ0J6tYoweF1.py	1DsCd6Mf6_VKnNdAAe_yRqQ0J6tYoweF1	spectra.py	text/x-python	18883	2026-08-24T18:07:33.274Z	752d4a3f5d4bb3f865947d3ea0885eb9	ok
The Method Materials/spectra__1pXlZJwOqAXe19L8APrDBZCiY9V4JFMjT.py	1pXlZJwOqAXe19L8APrDBZCiY9V4JFMjT	spectra.py	text/x-python	18883	2026-08-24T18:07:34.409Z	752d4a3f5d4bb3f865947d3ea0885eb9	ok
The Method Materials/spectra_levels_store.zip	1SaNWlp7mtKGVlrsMW2SJggkSDf-IsUDP	spectra_levels_store.zip	application/zip	177042	2026-08-24T18:07:37.101Z	8331828d0384fd52660864c78f8f49f9	ok
The Method Materials/spectra_levels_store__17B2KCn6pH49q_dIi-_77rDuoiVGYy_Pw.zip	17B2KCn6pH49q_dIi-_77rDuoiVGYy_Pw	spectra_levels_store.zip	application/zip	177042	2026-08-24T15:01:09.884Z	8331828d0384fd52660864c78f8f49f9	ok
The Method Materials/spectra_selection_and_levels.zip	1gMbPPIwKwCk4IKhMfjytNYjIQzs1GCHN	spectra_selection_and_levels.zip	application/zip	76859	2026-08-24T18:07:36.639Z	0f0e88aa4f7464df84475f817d52abeb	ok
The Method Materials/spectra_selection_and_levels__1uo4n2GGrdCqP9VddW5nOGzaTJBoqkb-N.zip	1uo4n2GGrdCqP9VddW5nOGzaTJBoqkb-N	spectra_selection_and_levels.zip	application/zip	76859	2026-08-24T15:37:05.974Z	0f0e88aa4f7464df84475f817d52abeb	ok
The Method Materials/the-lach-cylinder.pdf	1k8vX3FWZJ7gclC1hCYpnDnDnceSoCVT2	the-lach-cylinder.pdf	application/pdf	3004197	2026-08-26T14:53:09.232Z	11c9d0f9d01fc624d9a2687b6238d3f6	ok
The Method Materials/theory_of_everything_expanded_formalism.pdf	1XHrgLTAtdvE5H6CvmghlKukYW21D3Hzu	theory_of_everything_expanded_formalism.pdf	application/pdf	31759	2026-08-28T05:56:57.947Z	dc02007521a0fc44d3d549c64d2f877c	ok
The Method Materials/theory_of_everything_expanded_formalism__1rMUDhfMyT5sxPxKT3X8it-7ymEdpNvK6.pdf	1rMUDhfMyT5sxPxKT3X8it-7ymEdpNvK6	theory_of_everything_expanded_formalism.pdf	application/pdf	31759	2026-08-26T14:33:56.552Z	dc02007521a0fc44d3d549c64d2f877c	ok
The Method Materials/tower-1-1.py	1bq99_HJL3p4EUTjgLUGQGYppDqqDcEn2	tower-1-1.py	text/x-python	1213	2026-08-29T15:33:43.129Z	c0bce27abe23ad939d297ac1022a01d7	ok
The Method Materials/tower-2.py	1IyXbZhMH5pemrSoahnDRJSR4horhRpZY	tower-2.py	text/x-python	1213	2026-08-29T16:33:25.255Z	c0bce27abe23ad939d297ac1022a01d7	ok
The Method Materials/tower.py	1srumjLOCzD-PKfciQVksnau32vsx3PGY	tower.py	text/x-python	1708	2026-08-28T21:05:38.322Z	93db2fc9ab2cf9604db3bb2b8c985db3	ok
The Method Materials/tower3.py	1oO3fF3ebTzkte_nMjeNJAxFoBMy4CKgu	tower3.py	text/x-python	940	2026-08-28T21:05:38.035Z	9925afcd5b40f6ac70798baeeafc3ab9	ok
The Method Prints & Proofs/THE-LOWDIN-SOLUTION.pdf	1r5_KE69TLo7dqcU3jhS8qbdHFQfC7rz7	THE-LOWDIN-SOLUTION.pdf	application/pdf	879791	2026-08-23T20:17:47.641Z	471e76f126dddc997fc7e5e14ed71b77	ok
The Method Prints & Proofs/The Method 1.6 — Mathematical Compendium.md	1PWVD1DDmglZLIV3I3NwEOcd7eSzD2QDf	The Method 1.6 — Mathematical Compendium.md	text/markdown	188768	2026-08-26T00:38:32.959Z	5f72f29f1e5a70f038d647948f161852	ok
The Method Prints & Proofs/The Method 1.6 — Mathematical Compendium.pdf	1pH3CV33lAGubrIuELFl4kd-Fp-JfgX4B	The Method 1.6 — Mathematical Compendium.pdf	application/pdf	273231	2026-08-26T00:40:31.336Z	54117c6f881e6a238f9c13d02cadd19c	ok
The Method Prints & Proofs/The Method 1.6 — Spectra Compendium.md	1eVsesDBML-paJq6UejtAFhF-xTS7wvje	The Method 1.6 — Spectra Compendium.md	text/markdown	78292	2026-08-26T00:38:44.318Z	e29ad247cab5f1e9046c209b0dc146d4	ok
The Method Prints & Proofs/The Method 1.6 — Spectra Compendium.pdf	1joTQEpGnw-pT6YMN8cKCizQtI-SdqB3q	The Method 1.6 — Spectra Compendium.pdf	application/pdf	729571	2026-08-26T00:40:09.485Z	51b1280796b6fc77ab38ae77f162beb5	ok
The Method Prints & Proofs/The Method 1.6 — The Index of Indices.md	1OoPPXi1x2fsPuc5xNJeCu1YJAUai-fpQ	The Method 1.6 — The Index of Indices.md	text/markdown	89393	2026-08-26T00:38:51.056Z	1d4b5832adab66140f20d897e73d2607	ok
The Method Prints & Proofs/The Method 1.6 — The Index of Indices.pdf	1WgqpZRWD7VbmWv15i0MvIQ08IcB4oTIg	The Method 1.6 — The Index of Indices.pdf	application/pdf	968384	2026-08-26T00:40:00.991Z	a5b83f9f568e462a07d707154be33db9	ok
The Method Prints & Proofs/The Method 1.6 — The Physics Compendium.md	1goehl5D6Wnf90e-sJM3_s0PQz114WzIZ	The Method 1.6 — The Physics Compendium.md	text/markdown	43519	2026-08-26T00:38:58.641Z	dc9f8e79f202f4111240937cb0a85496	ok
The Method Prints & Proofs/The Method 1.6 — The Physics Compendium.pdf	1_I5JLcXg7LRLso-pxS6S2F6SwDgeY0KF	The Method 1.6 — The Physics Compendium.pdf	application/pdf	126954	2026-08-26T00:39:43.573Z	521e42907bb71be280c4f9831fbbb73d	ok
The Method Prints & Proofs/The Method 1.6 — The Register.md	1msiGBzB5q05M5tT0UpltNDGbS0BwZdk5	The Method 1.6 — The Register.md	text/markdown	1145832	2026-08-26T00:36:29.865Z	96b5fc2aca602a2d6bc899c93686458e	ok
The Method Prints & Proofs/The Method 1.6 — The Register.pdf	1bzRJDdpTx6yz590tJY6kHNcCZ2ggOJ3C	The Method 1.6 — The Register.pdf	application/pdf	1062197	2026-08-26T00:39:31.879Z	83955b95cf0cddc23041f559025d2a85	ok
The Method Prints & Proofs/The Method 1.6.md	1vsWwRT9BmUNeMrqokuo4jI4DJnoADubH	The Method 1.6.md	text/markdown	738550	2026-08-26T00:36:30.147Z	49900cf41f818ab789bb90fc596ac977	ok
The Method Prints & Proofs/The Method 1.6.pdf	1HGyxNliAmqA9m3Yi8YyjJUBb_1LveF-q	The Method 1.6.pdf	application/pdf	3767321	2026-08-26T00:39:11.336Z	7ff6cb6d473372d5e0f06062b735527d	ok
The Method Prints & Proofs/The_Three_Body_Problem_for_Unknown_Masses_Lach.pdf	151Yg3WgY-aqx24jrlHdvtPK8a-rNgMKL	The_Three_Body_Problem_for_Unknown_Masses_Lach.pdf	application/pdf	340837	2026-08-23T22:05:27.234Z	eeb02a83d36b68981a2efca8220e8019	ok
