id	phase	status	size	reader_facing	triaged	title	source
H-18	-	DONE	S	no	no	Whether method/ carries ARCHIVE1 (chapters 12–15 readings) under verify.py — open for M	WORKING-REGISTER.md W-220 (line 8246, Q4)
H-19	0	OPEN	L	yes	no	DEF-153R prose-only statements: PO-0190 lead and the class's remainder	WORKING-REGISTER.md W-233 (Part A, line 8311); W-216 (DEF-153P: 1,168 prose-only statements)
H-20	6	OPEN	M	yes	no	Index of Indices figure assets (fig-i1-tower.png, fig-i2-landscape.png) not re-run by R3; fig_indices.py not seated	WORKING-REGISTER.md W-222 (line 8259, slips 09 and 10)
H-21	recorded	OPEN	M	yes	no	Triangle object's E = 35,570 unreproduced; a4_census.py / a4b_census.py not seated	WORKING-REGISTER.md W-222 (line 8260, 'The A4 disposition')
H-22	0	OPEN	M	no	no	numpy instrument packs named by the record and left unseated (chat 57, chat 58, chat 65)	WORKING-REGISTER.md W-229 (line 8292), W-231 (line 8298), W-233 (Part B), W-236 (ruling)
H-23	1	OPEN	M	yes	no	§10.2 'seventeenfold range in cell count' vs 'hundredfold' / '100×' — open, reader-facing, needing data	WORKING-REGISTER.md W-229 (line 8292, W-B2b record)
H-24	6	OPEN	M	yes	no	L.voidfrac's 776-million-pair population (473,800,776) not recovered; the driver of method_tower.py missing; pack C unsearched	WORKING-REGISTER.md W-229 (line 8292)
H-25	3	OPEN	M	yes	no	MV-DEF-01 docketed — execute when the prose rewrite reaches source Chapter 10 / reader Chapter 8	WORKING-REGISTER.md W-231 (line 8299, 'MV-DEF-01 to DOCKET.md')
H-26	3	OPEN	S	yes	no	Compendia audit line 'COMPUTED 114 · PROVED 66' — a dated finding printed as if live, NOT EXAMINED	WORKING-REGISTER.md W-231 (line 8300, W-B2c record)
H-27	4	OPEN	L	yes	no	B-list batch 3 open: MC-13, MC-14, MC-15 have no compendium home; MC-16 has one	WORKING-REGISTER.md W-231 (line 8300, W-B3a record)
H-28	3	OPEN	L	yes	no	C13-HANDLE-LEAK: Register entries 1805–1835 print build, chat, W-, MC- and object handles in a reader-facing volume	WORKING-REGISTER.md W-232 (r2-ch16r2), W-234 (r2-ch16r2 173→176), W-237 (C13-HANDLE-LEAK ×22)
H-29	recorded	OPEN	M	yes	no	Fourteen new C9 overgeneralisation-word rows (always/never) in main, Register, mc and pc — recorded, none repaired	WORKING-REGISTER.md W-237 (line 8352, C9-OVERGENERALISATION-WORD ×14)
H-30	recorded	OPEN	S	yes	no	Nine C7 rows: withdrawn numbers survive inside the pointers W-220 seated (main L914, L2538, L3072, L3439, L4019)	WORKING-REGISTER.md W-237 (line 8352, C7-WITHDRAWAL-LINE-NUMBER-SURVIVES ×9)
H-31	recorded	OPEN	S	yes	no	Six named statements coined by new entries not stated in bold in main (witness rule, reading cannot bound, tightening rule, object's law, do	WORKING-REGISTER.md W-237 (line 8352, C8-NAMED-STATEMENT ×6)
H-32	6	OPEN	S	no	no	census2.py resolves cross-volume section pointers against main only (register 1818 'Transitions §1.8') — instrument blind spot recorded	WORKING-REGISTER.md W-237 (line 8352, C1 ×1, M's ruling 4)
H-33	3	OPEN	S	yes	no	Reader draft of Chapter 14 keeps 'a coupling axis costs more', register 504's withdrawn reading — lead for the prose pass	WORKING-REGISTER.md W-233 (Part A); W-235 (line 8332, 'Two leads, docketed')
H-34	2	OPEN	S	yes	no	Request-3 bracket result drafted as register 1836 (DRAFT-R3-LEAD-bracket.md), not seated pending M's rulings	WORKING-REGISTER.md W-235 (line 8332); W-236 (r3-br-measure seated)
H-35	recorded	OPEN	S	yes	no	The lower bound 5 of §14.5.9's seed table is stated in no Register entry	WORKING-REGISTER.md W-233 (Part A)
H-36	6	OPEN	L	yes	no	d-shell seed 10 (no 9-cover) and p→p 'forced at exact minimum only' at 7,605 cells not re-derived before entries 1833–1835 were seated	WORKING-REGISTER.md W-233 (Part B, 'Not re-derived, named')
H-37	6	OPEN	S	no	no	'Reader' enters the References' nowhere-cited list from register 1831's 'Reader-facing' — a regex artefact banked in two goldens	WORKING-REGISTER.md W-232 (r2-ch19b2 and r2-ch28b2)
I-001	3	OPEN	M	yes	no	Chapter 1 principle-table pointers do not resolve to their claims	READ-ch1-A.md 1-01,1-02,1-03,1-04,1-05,1-06,1-07,1-13,1-18 / READ-ch1-B.md D1.5,D1.6,D1.7
I-002	3	OPEN	M	yes	no	Chapter 1 taxonomy contradictions (seven operations, P7/P17, P2 equivalence, 'no register entry')	READ-ch1-A.md 1-09,1-10,1-11,1-12 / READ-ch1-B.md D1.1,D1.2,D1.3,D1.4,D1.16
I-003	3	OPEN	M	yes	no	Chapter 1 unsourced or contradicted figures	READ-ch1-A.md 1-08,1-14,1-15,1-17,1-19,1-21,1-22,1-25,1-26,1-27,1-29 / READ-ch1-B.md D1.8,D1.9,D1.10,D1.11,D1.15,D1.17
I-004	3	OPEN	S	yes	no	Prior-art rows in Chapter 1/2 without references (Hilbert, Mayr–Meyer, Oppen/Fischer–Rabin; rule of three)	READ-ch1-A.md 1-16 / READ-ch2-A.md 2-22
I-005	3	OPEN	S	yes	no	'spin multiplicity 2' names the possible state; the forged rule's 225 needs the cap stated	READ-ch1-A.md 1-24 / READ-ch1-B.md D1.13,D1.14
I-006	3	OPEN	S	yes	no	Chapter 2 pointers whose targets do not carry the claim	READ-ch2-A.md 2-02,2-05,2-12 / READ-ch2-B.md D2.6,D2.8
I-007	3	OPEN	M	yes	no	Chapter 2 count words and stale states against their own tables	READ-ch2-A.md 2-04,2-07,2-08,2-13,2-14,2-15,2-17 / READ-ch2-B.md D2.2,D2.3,D2.4,D2.5,D2.7,D2.10,D2.11,D2.12
I-008	3	OPEN	S	yes	no	Chapter 2 unsourced measurements	READ-ch2-A.md 2-06,2-09,2-10,2-11,2-20 / READ-ch2-B.md D2.9,D2.13
I-009	3	OPEN	M	yes	no	§2.21–§2.24 printed inside Chapter 3; §2.22 is an empty section whose text migrated to §2.23	READ-ch3.md 3-02,3-03 / READ-ch2-A.md 2-01 / READ-ch5.md 5-06
I-010	3	OPEN	L	yes	no	Chapter 3: seven-audit text under a twenty-two heading; audit count printed as 20/21/22; E(audits) table two audits short	READ-ch3.md 3-01,3-04,3-13,3-14,3-15,3-16,3-17,3-18,3-19,3-21 / READ-ch2-A.md 2-19 / READ-ch2-B.md D2.4
I-011	0	OPEN	S	yes	no	'Twenty-two audits over twenty-two distinct cells' is false: CENSUS duplicates SCOPE's cell	READ-ch3.md 3-05
I-012	3	OPEN	M	yes	no	Chapter 3 stale and unsourced figures; Figures 23.1/23.2 named for what are now 30.1/30.2 (main L1264 and Register 193)	READ-ch3.md 3-06,3-07,3-09,3-10,3-11,3-22,3-25,3-29 / READ-reg4.md reg4-01
I-013	0	OPEN	S	yes	no	§4.1–§4.10 are plain-line items cited as sections; one mechanism under two names	READ-ch3.md 3-23 / READ-ch4.md 4-01,4-02
I-014	0	OPEN	S	yes	no	'The Method 1.6 audits.py runs the whole set' names a file not in the bundle	READ-ch3.md 3-30
I-015	4	OPEN	S	yes	no	Λ's order-dimension-seven certificate lives in the Mathematical Compendium unpointed	READ-ch3.md 3-20
I-016	3	OPEN	S	yes	no	Chapter 5: Part II heading 22 lines early; §2.4 'uncited'; §2.23/§2.24 in neither table; A.4 label should be A.5	READ-ch5.md 5-01,5-02,5-03,5-04
I-017	3	OPEN	M	yes	no	Chapter 6 measurements whose inputs are unprinted (nuclide chart Z ≤ 9; Janet column orientation)	READ-ch6.md 6-01,6-03
I-018	0	OPEN	S	yes	no	Chapter 6: '118 elements' closing sentence names the earlier Λ; definition line break lost; 'four conventions' over three rows; Janet/helium	READ-ch6.md 6-02,6-05,6-06,6-07,6-04
I-019	3	OPEN	S	yes	no	Λ₈'s defining caps under-specified at their home: §7.4 names four coordinates, L1800 five; f-cap and k ≥ 1 unstated; Chapter 8 four-tuples	READ-ch7.md 7-01 / READ-ch8.md 8-04 / READ-ch11.md 11-04
I-020	1	OPEN	S	yes	no	Chapters 7–8 promise settings beside recomputed figures and do not print them; 'three results' unnamed; 'twenty-eight-fold' stale	READ-ch7.md 7-02,7-03,7-04 / READ-ch8.md 8-01,8-03 / READ-ch16o.md C1
I-021	1	OPEN	M	yes	no	Mathematical overstatements in Chapters 8–11 (iff/equivalence/exactly claims that hold one way)	READ-ch8.md 8-02 / READ-ch9.md 9-01,9-02 / READ-ch10.md 10-01,10-04,10-05 / READ-ch11.md 11-01,11-02,11-05,11-06
I-022	0	OPEN	M	yes	no	The 776-million-pair void measurement: seventeenfold vs hundredfold range, population unnamed, no Register entry	READ-ch10.md 10-02,10-03 / READ-ch21a.md C
I-023	-	DONE	S	yes	no	'the orders share 0.3%' undefined in Chapter 9; carried to the defining chapter, never closed	READ-ch9.md 9-03
I-024	3	OPEN	S	yes	no	§11.7 cites itself for §17.4's 89,864 join failures	READ-ch11.md 11-03 / READ-ch16g.md C5
I-025	3	OPEN	M	yes	no	Chapter 30 count words refuted by their tables or standing on no enumeration	READ-ch16b.md 16b-01,16b-02,16b-05 / READ-ch16d.md 16d-04,16d-07,16d-08,16d-09 / READ-ch16g.md 16g-02,16g-04,16g-09
I-026	3	OPEN	S	yes	no	Chapter 30–31 figures reproducible from no printed inputs (slope 2.29/R², Hill/Roche V, order-3 widths)	READ-ch16b.md 16b-03 / READ-ch16g.md 16g-07,16g-10
I-027	3	OPEN	M	yes	no	Pointers in Chapters 30–32 and the Index whose target carries none of the claim	READ-ch16b.md 16b-04 / READ-ch16j.md 16j-02,16j-03 / READ-ch16m.md 16m-05 / READ-ch16o.md 16o-06 / READ-ch16q.md 16q-04,
I-028	3	OPEN	M	yes	no	Spliced or corrupt sentences (docket 26)	READ-ch16b.md 16b-06,16b-07 / READ-ch16d.md 16d-05 / READ-ch16o.md 16o-07 / READ-ch23a.md 23b-02 / READ-ch28a.md 28b-02 
I-029	3	OPEN	S	yes	no	§30.3.3–9: Rival's bound printed in the vacuous orientation; 267,000 vs 266,496; Dilworth cited for a decomposition it does not give	READ-ch16d.md 16d-01,16d-02,16d-03
I-030	3	OPEN	M	yes	no	§30.4–§31.2: entailment short of w = V·e; 'five enumerations in this chapter'; L3 sign pattern; Titius–Bode 'fails worst'; a correction of §	READ-ch16g.md 16g-01,16g-03,16g-05,16g-06,16g-08
I-031	3	OPEN	S	yes	no	§31.3: '24 excluded values' (twelve); Triadophilia author lists differ; stale 24.3.4.x sub-numbering; two conventions in L8736; L11801 rever	READ-ch16j.md 16j-01,16j-04,16j-06 / READ-ch16r.md C2 / READ-ch16j.md C1,C5
I-032	3	OPEN	M	yes	no	§32.1 self-readouts stale or inconsistent (E(book) on 41 units; 'seven things'; 40%; 368 withdrawals; 25-chapter baseline; rows summing to 9	READ-ch16m.md 16m-01,16m-02,16m-03,16m-07 / READ-ch16o.md 16o-01,16o-02,16o-03,16o-04,16o-05,16o-08
I-033	3	OPEN	S	yes	no	Chapter 32 head and bibliography cite chapters/sections for content they do not carry (parked questions in Ch 15/17; Appendix E 'eight items	READ-ch16m.md 16m-04,16m-06,16m-08 / READ-ch3.md 3-12 / READ-ch28a.md 28a-03
I-034	3	OPEN	S	yes	no	§32.2–§32.7: 'nine of nine'/'six of six' unreachable (Register 394 too); 1,635 as 'measured levels that failed'; unreachable documents attri	READ-ch16q.md 16q-01,16q-02,16q-03 / READ-ch16t.md 16t-01,16t-02
I-035	3	OPEN	S	yes	no	§32.6–§32.6.1: captions 18/18 stale (33); 'Thirty-nine claims each given one' refuted by its table; 'four indices' over five terms (Register	READ-ch16r.md 16r-04,16r-05,16r-06,16r-08,16r-09,C3
I-036	3	OPEN	S	yes	no	§32.7: fifth worked case '22 of 60' has no home; two unmarked sub-headings; 'Principle 8' form; '1922 German volume nobody cites' is self-fa	READ-ch16t.md 16t-03,C3,C5,C6
I-037	3	OPEN	S	yes	no	Chapter 33 pointers and denominators: L9449 cites Chapter 27 for Chapter 33's own sentence; 'indexes of §36'; 'nine of eleven' (twelve per R	READ-ch16v.md 16v-01,16v-02,16v-03,16v-05
I-038	0	OPEN	M	yes	no	Six languages: §33.1's roster differs from §20.2's; §20.2 'ten of their combinations' needs a convention; P2 and P20 both carry the language	READ-ch16v.md 16v-04,C4,C5
I-039	3	OPEN	S	yes	no	The Löwdin epigraph printed three times in 101 lines (Part VII frame, §33.5 tail, Chapter 34 head)	READ-ch16v.md 16v-06 / READ-ch16x.md C2
I-040	3	OPEN	S	yes	no	§34.1–§34.4: 'Seventeen of nineteen' convention unnamed; Λ_var eleven vs twelve (n* missing); radicand 'count of states'; 'provenance of eve	READ-ch16x.md 16x-02,16x-03,16x-04,16x-05,16x-07 / READ-ch34re.md 34re-06
I-041	-	DONE	L	yes	no	Chapter 34 prints the withdrawn ν law as live (1445/1460); eighteen resets and nineteen surds belong to the replaced form; Chapter 35 L9718 	READ-ch16z.md 16z-01,16z-02,16z-03 / READ-ch34re.md 34re-02,34re-05 / READ-ch17a.md 17b-02 / READ-ch16x.md C8
I-042	4	OPEN	M	yes	no	Chapter 34 figure-level defects: two crossings wrong at the 5th decimal (main, Register 1330, MC L3595); 'p=0 at any f opening' false at 5f 	READ-ch16z.md 16z-04,16z-05,16z-06,16z-07,16z-08,16z-09 / READ-ch34re.md 34re-01,34re-03,34re-04,34re-07 / READ-ch17a.md
I-043	4	OPEN	M	yes	no	Chapter 35 / Register 1701,1712 / MC L3162: n+ℓ tie-break convention unnamed (PC alone states it); Z=2–108 vs observational edge 102 (1446);	READ-ch17a.md 17a-01,17a-02,17a-03 / READ-ch17c.md 17c-02 / READ-scf.md A-01,A-02
I-044	3	OPEN	S	yes	no	'Nine things were derived here that were already in print' vs §E.5's eleven ledger rows (main L68, L4051, L9827; E.5 totals line; E.7)	READ-ch17c.md 17c-01 / READ-ch25a.md B(E.5)
I-045	3	OPEN	S	yes	no	Chapter 36: L9902 cites Register 1756 (withdrawn) and names tb_audit.py; L9914 cites §31.1.1 for brackets that live at §18.4.1	READ-ch17e.md 17e-01,17e-02 / READ-intake1.md
I-046	3	OPEN	S	yes	no	Appendix A misdirected pointers (A.6 → §24.2, A.7 → §16.3, A.12 → §25.6 with L6133 twin, A.15 Remark → Register 230) and A.13's 'iff' that h	READ-ch18a.md 18a-01,18a-02,18a-03 / READ-ch19a.md 19a-01
I-047	3	OPEN	M	yes	no	§14.4 is a two-line lead-in whose announced three properties were never printed, cited as the admissibility theorem at seven sites in two vo	READ-ch19a.md 19a-02
I-048	1	OPEN	L	yes	no	The 153 channels / 1,105 / 1,442 / 763 family: withdrawn collection figures re-asserted at the Appendix B opener and eleven+ main sites	READ-ch20a.md 20a-01,20a-02 / READ-ch1-A.md 1-28 / READ-ch2-A.md 2-03 / READ-ch16r.md 16r-01 / READ-ch21a.md 21a-05 / RE
I-049	0	OPEN	S	yes	no	B.3 'none is unexplained' is false: the Si II 0.272 flag row has no table row (Register 1774 leaves the flag's standing open)	READ-ch20a.md 20a-03
I-050	3	OPEN	S	yes	no	Appendix C cites §24.2 three times for §22.2.1/§25.2 material; 'multi-target failure counts of §16.3' have no home; §25.6.6's 'deductive bra	READ-ch21a.md 21a-01,21a-06 / READ-21a.md A-05
I-051	3	OPEN	S	yes	no	Appendix C.3's Sc VI paragraph: the 696,400 quotation exists nowhere; 735,091/735,092 is the withdrawn Rule-4 row (735,092 under R=109,737 o	READ-ch21a.md 21a-02,21a-03 / READ-21a.md A-01,A-02,A-04 / READ-ch25a.md C
I-052	2	OPEN	S	no	no	The Sc VI 6s prediction family (736,688 in [735,860, 737,380], 7s figures, δ chain) has no Register entry	READ-21a.md A-03
I-053	3	OPEN	M	yes	no	1,061 perturbation bounds superseded by §23.10.4 L6517 yet live at eight main sites and Register L6487; 'All 1,061' at L9188 has the wrong r	READ-ch21a.md 21a-04 / READ-ch16r.md 16r-02
I-054	3	OPEN	S	yes	no	The retired 30,000-sample totality test narrated as live (C.1, C.2, §3.3 L1242, D.5.4 L10644–45 'A.5 sampled')	READ-ch21a.md 21a-07 / READ-ch23a.md 23a-01
I-055	0	OPEN	M	yes	no	Fifteen main-volume word-form '1,635' sentences at no named state (referent drifts: entries/errors/levels)	READ-ch21a.md 21a-08 / READ-ch16q.md 16q-02 / READ-reg104.md (i)
I-056	3	OPEN	S	yes	no	Appendix D part 1: forty-eight vs fifty-six bounds; two counts under unstated conventions; §16.7.1's 'diagnostic loop' pointer wrong at two 	READ-ch22a.md 22a-01,22a-02,22b-01 / READ-ch23a.md twin L10717
I-057	3	OPEN	S	yes	no	Appendix D part 2: 'sixteen fibres'/'twenty-seven' narrated in the present tense against the 24/77 table (L10463, L10526–29, L10350); D.5.1 	READ-ch23a.md 23a-02,23b-01 / READ-ch22a.md C
I-058	3	OPEN	S	yes	no	Appendix D.5.9 and Appendix E chains reproduce only under coordinates the page does not print (3B.pot sampled·found; M/N/O rows; L10880's th	READ-23a.md A-02,A-03,A-04 / READ-ch23a.md 23a-03(ii),(iii) / READ-24a.md A-02
I-059	3	OPEN	S	yes	no	Appendix E.2 and E.1.5 pointers: 518 vs 499; a Gröbner basis of eight (superseded, §29.8 carries none); accelerator identity → §26.6; §23.11	READ-ch24a.md 24a-01,24a-02,24a-03,24b-01,24b-06 / READ-ch26a.md 24b-06 corrected
I-060	3	OPEN	S	yes	no	'E.4 The grid, read on the current set' lost as a heading (unmarked body line L11105); cited at L10923/L10936	READ-ch24a.md 24b-02 / READ-ch25a.md
I-061	1	OPEN	M	yes	no	Appendix E item-state drift: 'recomputed six times' vs 'five'; E.1.3–E.1.4 eleven-state present tense (retrievable 7 vs 8); E.1.4 'E from 4 	READ-ch24a.md 24b-04,24a-04,24a-05 / READ-ch25a.md 25a-01,25a-03 / READ-24a.md A-01
I-062	3	OPEN	M	yes	no	'nine stable cells, named at F.3.1' at E.1.2, E.1.3 ×2, E.4 grid, §2.19 L1082/L1093–98: the rebuilt F.3.1 names no cell (content removed at 	READ-ch24a.md 24b-05 / READ-ch26a.md 26b-01 / READ-ch25a.md 25b-07 / READ-ch3.md 3-08
I-063	1	OPEN	M	yes	no	Appendix E.3–E.8 pointer and single-witness defects: '§32.2 asserted |Q| = 7'; item F → §30.3.5 (§30.3.8); E.7 '§2.10 … now does' (unchanged	READ-ch25a.md 25a-02,25b-01,25b-02,25b-04,25b-05,25b-06,25b-07
I-064	3	OPEN	S	yes	no	§28.7 and E.8: 'Sixty-odd from §30.3 alone' (share 50–52); §28.7 heading 'two printed here'; §28.7.3 'all printed' (63 of 75; 118 twice; 99–	READ-25b.md 25b-03,25b-07,25b-08,25b-09,C / READ-reg6.md
I-065	recorded	OPEN	S	no	no	Census rows 1166 (L7700) and 1167 (L7703) in §28.7.8–§28.7.9 left open, not read by any unit	READ-25b.md Census
I-066	3	OPEN	M	yes	no	Appendix F: 'Chapters 6, 12 and 24' (22); §32.1.3/§32.1.4.1 cite F.4.1 for withdrawn content; 'Assert the law, compute the extent … as the c	READ-ch26a.md 26a-01,26b-02,26b-05,26b-07
I-067	3	OPEN	S	yes	no	F.3 prints two forms of one rule (RULE-H headline, RULE-E elaboration) with different extents; the one named instance (E.1.5/1729, item R) s	READ-26b.md 26b-11 / READ-26b.md C (register 333)
I-068	2	OPEN	M	yes	no	The withdrawn Appendix F's data: 'method ratio' was never established by any entry; 19 of 38 substantive figures (incl. 24,162 : 54,241 = 0.	READ-26c.md 26c-01,26c-03
I-069	-	DONE	M	yes	no	§32.1.4's three totals (55 / 48 / 47): only 55 reproduces; §32.1.4's 'Appendix F, the numbers 3 33' row counts the withdrawn appendix; regis	READ-26c.md 26c-02 / READ-32a.md 32a-02,32a-04 / READ-ch26a.md 26b-03 / READ-ch16o.md B7
I-070	2	OPEN	S	yes	no	Register entries cite '§784' (a register number with a § sigil) and Theorems 11.1, 11.2, 12.1 that are printed in no volume	READ-26b.md 26b-08,26b-09 / READ-reg12.md reg12-02
I-071	4	OPEN	L	yes	no	Object-handle and build-handle leaks in reader-facing volumes: Register L6507 (BUILD-10 + four file names), ten 3B.* sites at L6403–L6467, t	READ-26b.md 26b-10 / READ-reg12.md reg12-03 / READ-bib.md bib-01 / READ-ch23a.md census 1536–1545 / READ-28b2.md census 
I-072	2	OPEN	S	yes	no	Register 1779's formula 'a function of Z − charge alone' is off by one (Nₑ = Z − charge + 1); Spectra Compendium L126 restates it	READ-ch26a.md 26a-02 / READ-warn.md warn-05
I-073	2	OPEN	S	no	no	Register 1786 'There was never an F.3.1 or an F.3.2' is false as history (PP carried both)	READ-ch26a.md 26b-06
I-074	4	OPEN	S	yes	no	Appendix G and the Index: IoI row §1.7 truncated at `\|X\|`; 'Chapter 12' in rows 8.2/8.4 (§14.6.6); 'thirty-seven objects' reproduces from 	READ-ch27a.md 27a-01,27a-03,27a-04,27a-05,27a-06 / READ-warn.md warn-03
I-075	3	OPEN	M	yes	no	References unit: §22.9 has no heading; seven pointers carry none of the claim (§12.11.4, §14.5.9, §14.5.3 heading-only, §26.6, §23.1, §32.2 	READ-ch28a.md 28a-02,28a-03,28a-05,28a-07,28b-04
I-076	-	DONE	S	yes	no	'Fifty-nine of them are the works listed above' measures 52 by author-and-year on the 162 rows (1736 matched at 172); Register 1736's 'never	READ-ch28a.md 28a-06 / READ-28a2.md 28a-06,28a-09 / READ-succ-153R.md
I-077	3	OPEN	M	yes	no	Docket 36: 33 names cited in the volumes and absent from the References body; four listed and cited nowhere; five LS objects lack their Prio	READ-ch28a.md 28b-01 / READ-ch16d.md 16d-06 / READ-ch16g.md C6 / READ-ch16j.md 16j-08 / READ-ch16q.md 16q-06 / READ-ch16
I-078	3	OPEN	L	yes	no	Production/layout class (dockets 28/31/32) across the main volume	READ-ch28a.md 28b-03,28b-05 / READ-ch16q.md C5 / READ-ch16t.md C4 / READ-ch16z.md C2 / READ-ch17c.md C6 / READ-ch27a.md 
I-079	3	OPEN	L	yes	no	Ruling 45 / docket 15: build narration and narrated past states in reader-facing prose (130+ candidate sites, densest in Chapter 32)	READ-ch16b.md 16b-08 / READ-ch16m.md 16m-10 / READ-ch16o.md C4 / READ-ch16q.md C4 / READ-ch16r.md C5 / READ-ch16t.md C8 
I-080	3	OPEN	M	yes	no	Ruling 46 sites: script names, build handles and file names visible to readers	READ-ch16m.md 16m-09 / READ-ch16q.md 16q-07 / READ-ch20a.md C1 / READ-ch21a.md C / READ-ch27a.md 27b-01 / READ-reg1.md r
I-081	3	OPEN	S	yes	no	First-person prose in the main volume (L9700 'the trajectory was mine', D.5.8 L10771–L10785, §16.4 L4415, L25/L5865/L10771, front matter L50	READ-ch16z.md 16z-10 / READ-ch23a.md 23b-05 / READ-ch16m.md C3 / READ-ch17c.md C8
I-082	0	OPEN	M	yes	no	Register numbers cited with no heading: 344 (L11609), 571 (L7719, L9274), 1257 (Register L4857), 1710 (five sites), 287; and citations resol	READ-warn.md warn-04 / READ-ch16r.md 16r-07 / READ-ch28a.md 28a-01 / READ-ch17a.md 17b-01 / READ-ch23a.md 23b-03 / READ-
I-083	0	OPEN	M	yes	no	The Register cites entries it withdrew: front matter → 1725/1732/1744/1756 (the volume's own machinery), body → 1000 (entry) and 1002 (R 100	READ-reg1.md reg1-05 / READ-reg8.md reg8-01,reg8-02,reg8-03 / READ-reg12.md reg12-01
I-084	3	OPEN	S	yes	no	Register front matter says 'the ten grouped headings' where there are seven	READ-reg1.md reg1-03 / READ-reg1g.md (reg1-E)
I-085	3	OPEN	L	yes	no	The Register's emphasis class: 275 entries at 429 sites where split `**` leaves emphasis unrendered; 11 entries with a literal asterisk on t	READ-reg3.md reg3-01 / READ-reg7.md reg7-01,reg7-02 / READ-regsweep.md / READ-reg13.md reg13-01 / READ-reg8.md reg8-03
I-086	2	OPEN	S	yes	no	Genesis entries 43 and 50 state unbounded-lattice capacities (2n²; Madelung pairing) as counts of the bounded genesis lattice; no entry corr	READ-reg2.md reg2-01
I-087	6	OPEN	M	no	no	Instrument successors owed or held: r2-26b's successor is a reading (its 69-entry pool moved under 1332's WARNING and entries 1795/1803); r2	READ-reg104.md / READ-succ2-153R.md
I-088	6	OPEN	L	no	no	Docket 38: instruments the volumes' figures rest on that are not members (numbers-index.py, densities.py, indices.py, appendix_audit.py, mat	READ-32a.md 32a-03 / READ-bib.md / READ-reg13.md / READ-26c.md C / READ-24a.md A-03 / READ-23a.md C / READ-ch3.md 3-30 /
I-089	1	OPEN	L	yes	no	Löwdin deliveries pending: REQUEST-LOWDIN items 1, 2, 4–10 (LOWDIN-HANDOFF-103.tgz), 11 (pack104 never sealed, FOUNDATIONAL), 12 (paper copy	READ-intake1.md / READ-scf.md C / READ-ch17a.md C5 / READ-ch34re.md
I-090	4	OPEN	S	yes	no	Compendia citing WARNING'd or wrong entries: MC L3202 'Proved — M §35;.' cites no entry (1709/1711 carry it), L3208's figures are 1708's; Io	READ-scf.md A-03 / READ-warn.md warn-02,B-02,C
I-091	0	OPEN	S	yes	no	Extent statements (registers 1249–1357, 1249–1429, 1524–1677) span deactivated/withdrawn and absent entries; eight WARNING'd entries incl. 1	READ-warn.md warn-06 / READ-warn.md B-05
I-092	-	DONE	L	yes	no	The four compendia (MC, PC, IoI, SC) have had no source-order read; only class sweeps	READ-scf.md C
I-093	0	OPEN	M	yes	no	Retraction-audit leads left: 'the whole tower' (Figure 21.1 caption, §21.5.3 table, register 1790) owed at the prose pass; §14.5.12's false 	READ-lead.md 5, Not read here / READ-lead.md 2,3
I-094	0	OPEN	M	no	no	Ten register numbers issued in working files and never seated (661–663, 670–672, 682, 683, 687, 688) and 1138's two chat-only claims	READ-gaps13.md
I-095	recorded	OPEN	S	no	no	Absent-and-uncited Register numbers outside the register's own enumeration (190, 196, 199, 202)	READ-reg4.md C / READ-reg5.md C
I-096	6	OPEN	S	no	no	Tooling owed: r2-ch23b runs 175 s (trim owed); the corrected digit-boundary regex and rbody/body_range/lettered owed to r2lib	READ-ch23a.md C / READ-ch16d.md D1 / READ-ch22a.md–READ-ch28a.md 'Functions owed to r2lib'
I-097	recorded	OPEN	M	yes	no	Docket 17 single-witness figures (−0.00128/−0.00159, 3,781, 1,487, 928, 211, 1,480, 396, 47.9, 6.9e-4, 3.6e-9, 2,873, 'axis 13 is B₁', muon 	READ-ch16t.md 16t-04 / READ-ch16b.md C5 / READ-ch16g.md C7 / READ-ch16q.md C3 / READ-ch18a.md B11 / READ-ch19a.md C4 / R
I-098	recorded	OPEN	S	no	no	Docket 37 reconstruction-versus-record datums (walk figures never re-taken under the q/cap form; memoryless 104 of 106; 13 labels/12 orderin	READ-ch17a.md C3 / READ-ch16z.md C6 / READ-ch34re.md C / READ-ch17e.md C8 / READ-intake1.md intake1-01
J-01	3	OPEN	M	yes	no	Register 1821–1835 carry chat, BUILD, RUL, slip, ledger, W- and 'golden/mirror/seated' handles	method/members/The_Method_1_6___The_Register-2.md, entries 1821–1835 (lines 6727–6783)
J-02	3	OPEN	M	yes	no	Register 1813–1820 carry docket-item, reading and R2/R3 instrument handles	method/members/The_Method_1_6___The_Register-2.md, entries 1813–1820 (lines 6631–6723)
J-03	0	OPEN	L	yes	no	Instrument names throughout the Register body — ruling needed on whether the chronicle is exempt	method/members/The_Method_1_6___The_Register-2.md, body entries throughout (213 matches on 112 lines, lines 31–6783)
J-04	3	OPEN	S	yes	no	Register front matter prints build labels, a stale build date and press-tool names	method/members/The_Method_1_6___The_Register-2.md, front matter lines 24, 31, 35, 70, 73
J-05	3	OPEN	S	yes	no	Front matter says 'five compendia' at line 6 and 'four compendia' at line 75	method/members/The_Method_1_6___The_Register-2.md, front matter lines 6 and 75
J-06	3	OPEN	S	yes	no	Load-bearing table prints rows 1820 and 602 in capitals against its stated sentence-case convention	method/members/The_Method_1_6___The_Register-2.md, front matter load-bearing table (lines 37–56) and register 1816 (line
